BUJUR	LINTANG	KEPERCAYAAN	REGION	PROVINSI	KABUPATEN	KECAMATAN	SATELIT	TANGGAL	WAKTU
110.8639	0.8754	8	KALIMANTAN	KALIMANTAN BARAT	KAB. SINTANG	KETUNGAU HULU	NOAA20	2020-08-01	06:05:48.000000		
110.8603	0.8749	8	KALIMANTAN	KALIMANTAN BARAT	KAB. SINTANG	KETUNGAU HULU	NOAA20	2020-08-01	06:05:48.000000		
111.2758	-0.2150	8	KALIMANTAN	KALIMANTAN BARAT	KAB. SINTANG	TEMPUNAK	NOAA20	2020-08-01	06:04:22.000000		
129.6654	-7.9605	8	KEPULAUAN MALUKU	MALUKU	KAB. MALUKU BARAT DAYA	PULAU-PULAU BABAR	NOAA20	2020-08-01	04:21:57.000000		
131.0460	-8.1674	8	KEPULAUAN MALUKU	MALUKU	KAB. MALUKU TENGGARA BARAT	TANIMBAR SELATAN	NOAA20	2020-08-01	04:21:57.000000		
130.9628	-8.1974	8	KEPULAUAN MALUKU	MALUKU	KAB. MALUKU TENGGARA BARAT	TANIMBAR SELATAN	SNPP	2020-08-01	05:11:46.000000		
130.9583	-8.1982	8	KEPULAUAN MALUKU	MALUKU	KAB. MALUKU TENGGARA BARAT	TANIMBAR SELATAN	SNPP	2020-08-01	05:11:46.000000		
130.9575	-8.1937	9	KEPULAUAN MALUKU	MALUKU	KAB. MALUKU TENGGARA BARAT	TANIMBAR SELATAN	SNPP	2020-08-01	05:11:46.000000		
130.9531	-8.1945	9	KEPULAUAN MALUKU	MALUKU	KAB. MALUKU TENGGARA BARAT	TANIMBAR SELATAN	SNPP	2020-08-01	05:11:46.000000		
130.9620	-8.1930	8	KEPULAUAN MALUKU	MALUKU	KAB. MALUKU TENGGARA BARAT	TANIMBAR SELATAN	SNPP	2020-08-01	05:11:46.000000		
131.0151	-7.6769	8	KEPULAUAN MALUKU	MALUKU	KAB. MALUKU TENGGARA BARAT	WER MAKTIAN	SNPP	2020-08-01	05:11:46.000000		
114.5616	-8.2319	8	KEPULAUAN NUSA TENGGARA	BALI	KAB. JEMBRANA	MELAYA	NOAA20	2020-08-01	06:02:57.000000		
118.6212	-8.4805	8	KEPULAUAN NUSA TENGGARA	NUSA TENGGARA BARAT	KAB. BIMA	BOLO	SNPP	2020-08-01	05:11:46.000000		
118.6361	-8.4698	8	KEPULAUAN NUSA TENGGARA	NUSA TENGGARA BARAT	KAB. BIMA	BOLO	SNPP	2020-08-01	05:11:46.000000		
118.6188	-8.4790	8	KEPULAUAN NUSA TENGGARA	NUSA TENGGARA BARAT	KAB. BIMA	BOLO	NOAA20	2020-08-01	06:02:57.000000		
118.6520	-8.4178	9	KEPULAUAN NUSA TENGGARA	NUSA TENGGARA BARAT	KAB. BIMA	DONGGO	AQUA	2020-08-01	05:34:00		
118.6537	-8.4167	8	KEPULAUAN NUSA TENGGARA	NUSA TENGGARA BARAT	KAB. BIMA	DONGGO	SNPP	2020-08-01	05:11:46.000000		
118.6533	-8.4125	8	KEPULAUAN NUSA TENGGARA	NUSA TENGGARA BARAT	KAB. BIMA	DONGGO	SNPP	2020-08-01	05:11:46.000000		
118.6495	-8.4130	7	KEPULAUAN NUSA TENGGARA	NUSA TENGGARA BARAT	KAB. BIMA	DONGGO	SNPP	2020-08-01	05:11:46.000000		
118.6818	-8.4445	8	KEPULAUAN NUSA TENGGARA	NUSA TENGGARA BARAT	KAB. BIMA	DONGGO	NOAA20	2020-08-01	06:02:57.000000		
118.6424	-8.4514	8	KEPULAUAN NUSA TENGGARA	NUSA TENGGARA BARAT	KAB. BIMA	DONGGO	NOAA20	2020-08-01	06:02:57.000000		
118.6375	-8.4522	8	KEPULAUAN NUSA TENGGARA	NUSA TENGGARA BARAT	KAB. BIMA	DONGGO	NOAA20	2020-08-01	06:02:57.000000		
118.6579	-8.4157	8	KEPULAUAN NUSA TENGGARA	NUSA TENGGARA BARAT	KAB. BIMA	DONGGO	NOAA20	2020-08-01	06:02:57.000000		
118.6529	-8.4166	8	KEPULAUAN NUSA TENGGARA	NUSA TENGGARA BARAT	KAB. BIMA	DONGGO	NOAA20	2020-08-01	06:02:57.000000		
